source_doc_id,original_filename,relative_path,file_type,primary_domain,secondary_domains,inferred_source_type,inferred_publisher,inferred_industry,inferred_technology,inferred_capabilities,inferred_business_models,inferred_operating_models,inferred_customer_experience,inferred_frameworks,inferred_output_relevance,classification_confidence,classification_method,review_needed,notes
codex_doc_000394,KINETIC_178_EY-Asset-Tokenization-Report-September-2023.pdf,KINETIC_178_EY-Asset-Tokenization-Report-September-2023.pdf,pdf,blockchain,,consulting,EY,,,,tokenization,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000395,KINETIC_179_ey-generative-ai-in-retail-and-commercial-banking.pdf,KINETIC_179_ey-generative-ai-in-retail-and-commercial-banking.pdf,pdf,ai,customer_experience,consulting,EY,banking_finance_insurance;consumer_retail_ecommerce,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000396,KINETIC_180_FTSG 2025 1000 page Trends.pdf,KINETIC_180_FTSG 2025 1000 page Trends.pdf,pdf,other,,industry_report,unknown,,,future_readiness,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000397,KINETIC_181_Future_of_Intent_Data_GTMPartners_2025.pdf,KINETIC_181_Future_of_Intent_Data_GTMPartners_2025.pdf,pdf,other,,unknown,unknown,,,future_readiness,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000398,KINETIC_182_Germany - blockchain-strategy.pdf,KINETIC_182_Germany - blockchain-strategy.pdf,pdf,blockchain,,unknown,unknown,,blockchain,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000399,KINETIC_183_Germany - national blockchain-strategy.pdf,KINETIC_183_Germany - national blockchain-strategy.pdf,pdf,blockchain,government,government,unknown,government_public_sector,blockchain,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000400,KINETIC_184_google_cloud_ai_trends.pdf,KINETIC_184_google_cloud_ai_trends.pdf,pdf,ai,technology_infrastructure,industry_report,Google,technology_saas_platforms,artificial_intelligence;cloud,future_readiness,cloud,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000401,KINETIC_185_google_cloud_state_of_ai_infra_report (1).pdf,KINETIC_185_google_cloud_state_of_ai_infra_report (1).pdf,pdf,ai,technology_infrastructure,industry_report,Google,technology_saas_platforms,artificial_intelligence;cloud,,cloud,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,true,duplicate_or_copy_indicator
codex_doc_000402,KINETIC_186_google_cloud_state_of_ai_infra_report.pdf,KINETIC_186_google_cloud_state_of_ai_infra_report.pdf,pdf,ai,technology_infrastructure,industry_report,Google,technology_saas_platforms,artificial_intelligence;cloud,,cloud,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000403,KINETIC_187_Greece - digital_decade_national_roadmap.pdf,KINETIC_187_Greece - digital_decade_national_roadmap.pdf,pdf,government,,government,unknown,government_public_sector,,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000404,KINETIC_188_High Velocity Industries.pdf,KINETIC_188_High Velocity Industries.pdf,pdf,velocity,,unknown,unknown,,,velocity,,,,,kinetic_organization;overclocked,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000405,KINETIC_189_Hyperledger_CaseStudy_Walmart_Printable_V4.pdf,KINETIC_189_Hyperledger_CaseStudy_Walmart_Printable_V4.pdf,pdf,other,,academic,unknown,,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000406,KINETIC_190_IBM - 2025-ceo-study-5-mindshifts-to-supercharge-business-growth-report.pdf,KINETIC_190_IBM - 2025-ceo-study-5-mindshifts-to-supercharge-business-growth-report.pdf,pdf,other,,academic,IBM,,,,,,,,kinetic_organization;mba_digital_strategy,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000407,KINETIC_191_IBM - 5-trends-for-2025-report.pdf,KINETIC_191_IBM - 5-trends-for-2025-report.pdf,pdf,other,,industry_report,IBM,,,future_readiness,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000408,KINETIC_192_IBM - AI and ceos-guide-to-generative-ai-second-edition.pdf,KINETIC_192_IBM - AI and ceos-guide-to-generative-ai-second-edition.pdf,pdf,ai,,practitioner,IBM,,artificial_intelligence,,,,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000409,KINETIC_193_Immutable Vineyards - Napa Cab 2012.pdf,KINETIC_193_Immutable Vineyards - Napa Cab 2012.pdf,pdf,wine,,unknown,unknown,wine_hospitality,,,,,,,kinetic_organization;terroir_os,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000410,KINETIC_194_Immutable Vineyards - Napa Cab 2013-14.pdf,KINETIC_194_Immutable Vineyards - Napa Cab 2013-14.pdf,pdf,wine,,unknown,unknown,wine_hospitality,,,,,,,kinetic_organization;terroir_os,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000411,KINETIC_195_Immutable Vineyards - Public winery database 2019-02-25_201902251623100147.pdf,KINETIC_195_Immutable Vineyards - Public winery database 2019-02-25_201902251623100147.pdf,pdf,wine,government,unknown,unknown,government_public_sector;wine_hospitality,,,,,,,kinetic_organization;government_as_a_service;terroir_os,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000412,KINETIC_196_Immutable Vineyards - Wine Data.pdf,KINETIC_196_Immutable Vineyards - Wine Data.pdf,pdf,wine,,unknown,unknown,wine_hospitality,,,,,,,kinetic_organization;terroir_os,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000413,KINETIC_197_India - Blockchain_The_India_Strategy_Part_I.pdf,KINETIC_197_India - Blockchain_The_India_Strategy_Part_I.pdf,pdf,blockchain,,unknown,unknown,,blockchain,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000414,KINETIC_198_Industry 4 0 - Academic - TOE Assessment.pdf,KINETIC_198_Industry 4 0 - Academic - TOE Assessment.pdf,pdf,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000415,"KINETIC_199_Industry 4.0 - Academic - Comparison of Industry 4.0, Industry 5.0, and related political initiatives using bibliometric data.pdf","KINETIC_199_Industry 4.0 - Academic - Comparison of Industry 4.0, Industry 5.0, and related political initiatives using bibliometric data.pdf",pdf,other,,academic,unknown,manufacturing_industrial;education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000416,KINETIC_200_Industry 4.0 - Academic - Emerging Enabling Technologies for Industry 4.0 and Beyond.pdf,KINETIC_200_Industry 4.0 - Academic - Emerging Enabling Technologies for Industry 4.0 and Beyond.pdf,pdf,other,,academic,unknown,manufacturing_industrial;education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000417,KINETIC_201_Industry 4.0 - Academic - Industry 4.0 maturity assessment a multi-dimensional indicator approach.pdf,KINETIC_201_Industry 4.0 - Academic - Industry 4.0 maturity assessment a multi-dimensional indicator approach.pdf,pdf,other,,academic,unknown,manufacturing_industrial;education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000418,KINETIC_202_Industry 4.0 - Academic - Leveraging Industry 4.0.pdf,KINETIC_202_Industry 4.0 - Academic - Leveraging Industry 4.0.pdf,pdf,other,,academic,unknown,manufacturing_industrial;education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000419,KINETIC_203_Industry 4.0 - Academic - MCDM model to rank the performance outcomes in the implementation of Industry 4.0.pdf,KINETIC_203_Industry 4.0 - Academic - MCDM model to rank the performance outcomes in the implementation of Industry 4.0.pdf,pdf,other,,academic,unknown,manufacturing_industrial;education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000420,KINETIC_204_Innovation - Academic - AI-driven business model innovation.pdf,KINETIC_204_Innovation - Academic - AI-driven business model innovation.pdf,pdf,ai,business_models;innovation,academic,unknown,education_research,artificial_intelligence,innovation,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000421,KINETIC_205_Innovation - Academic - Business Strategies and the role of innovation.pdf,KINETIC_205_Innovation - Academic - Business Strategies and the role of innovation.pdf,pdf,innovation,,academic,unknown,education_research,,innovation,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000422,KINETIC_206_Innovation - Academic - Strategic innovation in business models - Leveraging emerging technologies to gain a competitive advantage.pdf,KINETIC_206_Innovation - Academic - Strategic innovation in business models - Leveraging emerging technologies to gain a competitive advantage.pdf,pdf,business_models,innovation,academic,unknown,education_research,,innovation,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000423,KINETIC_207_Innovation - Academic - The Role of Performance and Innovation.pdf,KINETIC_207_Innovation - Academic - The Role of Performance and Innovation.pdf,pdf,innovation,,academic,unknown,education_research,,innovation,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000424,KINETIC_208_Innovation - Academic -Platform-competition-a-systematic-and-interdisciplinary-review-of-the-literature.pdf,KINETIC_208_Innovation - Academic -Platform-competition-a-systematic-and-interdisciplinary-review-of-the-literature.pdf,pdf,innovation,platforms_marketplaces,academic,unknown,technology_saas_platforms;education_research,,innovation,platform,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000425,KINETIC_209_Innovation - Practitioner - Deloitte Driving innovation and new business models through Industry 4.0.pdf,KINETIC_209_Innovation - Practitioner - Deloitte Driving innovation and new business models through Industry 4.0.pdf,pdf,business_models,innovation,consulting,Deloitte,manufacturing_industrial,,innovation,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000426,KINETIC_210_Inovation - Academic - Hypercompetition_customer-value_competition_and_th.pdf,KINETIC_210_Inovation - Academic - Hypercompetition_customer-value_competition_and_th.pdf,pdf,customer_experience,,academic,unknown,education_research,,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000427,KINETIC_211_Intercom AI End User Sentiment Report.pdf,KINETIC_211_Intercom AI End User Sentiment Report.pdf,pdf,ai,,industry_report,unknown,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000428,KINETIC_212_Ireland - BIockchain -Strategy-2022-A4-D5-3.pdf,KINETIC_212_Ireland - BIockchain -Strategy-2022-A4-D5-3.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000429,KINETIC_213_Japan's 3.0 Whitepaper_E_050122.pdf,KINETIC_213_Japan's 3.0 Whitepaper_E_050122.pdf,pdf,other,,academic,unknown,,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000430,KINETIC_214_KLG-CDAIO_Brochure_B2C_24-03-25.pdf,KINETIC_214_KLG-CDAIO_Brochure_B2C_24-03-25.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000431,KINETIC_215_Korea-Blockchain-Ecosystem.pdf,KINETIC_215_Korea-Blockchain-Ecosystem.pdf,pdf,blockchain,platforms_marketplaces,unknown,unknown,,blockchain,,ecosystem,networked,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000432,KINETIC_216_Leveraging Generative Intelligence - academic.pdf,KINETIC_216_Leveraging Generative Intelligence - academic.pdf,pdf,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000433,KINETIC_217_LLM reproduce human purchase intent via semantic similarity elicitation.pdf,KINETIC_217_LLM reproduce human purchase intent via semantic similarity elicitation.pdf,pdf,ai,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000434,KINETIC_218_Malaysia - National-Blockchain-Roadmap-2021-2025.pdf,KINETIC_218_Malaysia - National-Blockchain-Roadmap-2021-2025.pdf,pdf,blockchain,government,government,unknown,government_public_sector,blockchain,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000435,KINETIC_219_mastering-ai-agents-galileo.pdf,KINETIC_219_mastering-ai-agents-galileo.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence;agentic_ai,,,,ai_agent,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000436,KINETIC_220_McKinesy - seizing-the-agentic-ai-advantage.pdf,KINETIC_220_McKinesy - seizing-the-agentic-ai-advantage.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence;agentic_ai,,,ai_native,ai_agent,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000437,KINETIC_221_McKinsey - artificial-intelligence-in-strategy.pdf,KINETIC_221_McKinsey - artificial-intelligence-in-strategy.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000438,KINETIC_222_McKinsey 2025 AI Survey - the-state-of-ai-how-organizations-are-rewiring-to-capture-value_final.pdf,KINETIC_222_McKinsey 2025 AI Survey - the-state-of-ai-how-organizations-are-rewiring-to-capture-value_final.pdf,pdf,ai,operating_models,consulting,McKinsey,,artificial_intelligence,organizational_design,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000439,KINETIC_223_McKinsey and AI.pdf,KINETIC_223_McKinsey and AI.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000440,KINETIC_224_Meeker - Trends_Artificial_Intelligence (1).pdf,KINETIC_224_Meeker - Trends_Artificial_Intelligence (1).pdf,pdf,ai,,industry_report,unknown,,artificial_intelligence,future_readiness,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,true,duplicate_or_copy_indicator
codex_doc_000441,KINETIC_225_MIT - State_of_AI_in_Business_2025_Report.pdf,KINETIC_225_MIT - State_of_AI_in_Business_2025_Report.pdf,pdf,ai,,industry_report,MIT,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000442,KINETIC_226_MO-AIL_Brochure_B2C_16-04-25.pdf,KINETIC_226_MO-AIL_Brochure_B2C_16-04-25.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000443,KINETIC_227_NICE_AI Readiness Guide.pdf,KINETIC_227_NICE_AI Readiness Guide.pdf,pdf,ai,,practitioner,unknown,,artificial_intelligence,ai_readiness,,,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000444,KINETIC_228_Nigeria - Co-Creating-a-Roadmap-for-Blockchain-in-Nigeria-BitKE.pdf,KINETIC_228_Nigeria - Co-Creating-a-Roadmap-for-Blockchain-in-Nigeria-BitKE.pdf,pdf,blockchain,,unknown,unknown,,blockchain,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000445,KINETIC_229_Nigeria - National-Blockchain-Policy.pdf,KINETIC_229_Nigeria - National-Blockchain-Policy.pdf,pdf,blockchain,government,government,unknown,government_public_sector,blockchain,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000446,KINETIC_230_Overclocked - Business Reinvented.pdf,KINETIC_230_Overclocked - Business Reinvented.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization;overclocked,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000447,KINETIC_231_permissions-dont-persist-in-ai-apps.pdf,KINETIC_231_permissions-dont-persist-in-ai-apps.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000448,KINETIC_232_PwC Global CEO Survey.pdf,KINETIC_232_PwC Global CEO Survey.pdf,pdf,global_digital_policy,,consulting,PwC,,,,,,,,kinetic_organization;mba_digital_strategy,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000449,KINETIC_233_Quantum - Academic - Commercial applications of quantum.pdf,KINETIC_233_Quantum - Academic - Commercial applications of quantum.pdf,pdf,quantum,,academic,unknown,education_research,quantum,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000450,KINETIC_234_Quantum - Academic - Framework for understanding quantum computing use cases.pdf,KINETIC_234_Quantum - Academic - Framework for understanding quantum computing use cases.pdf,pdf,quantum,,academic,unknown,education_research,quantum,,,,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000451,KINETIC_235_Quantum - Academic - Industry_quantum_computing_applications.pdf,KINETIC_235_Quantum - Academic - Industry_quantum_computing_applications.pdf,pdf,quantum,,academic,unknown,education_research,quantum,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000452,KINETIC_236_Quantum - Academic - Quantum_service-oriented_computing.pdf,KINETIC_236_Quantum - Academic - Quantum_service-oriented_computing.pdf,pdf,quantum,,academic,unknown,education_research,quantum,,,,customer_service,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000453,KINETIC_237_Quantum - Academic - The Quantum Computing Business Ecosystem and Firm Strategies.pdf,KINETIC_237_Quantum - Academic - The Quantum Computing Business Ecosystem and Firm Strategies.pdf,pdf,platforms_marketplaces,quantum,academic,unknown,education_research,quantum,,ecosystem,networked,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000454,"KINETIC_238_Quantum - Academic - Three_Essays_on_Quantum_And, Industry.pdf","KINETIC_238_Quantum - Academic - Three_Essays_on_Quantum_And, Industry.pdf",pdf,quantum,,academic,unknown,education_research,quantum,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000455,KINETIC_239_Quantum - Practioner - McKinsey.pdf,KINETIC_239_Quantum - Practioner - McKinsey.pdf,pdf,quantum,,consulting,McKinsey,,quantum,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000456,KINETIC_240_Quantum - Practioner - Suppressing Error.pdf,KINETIC_240_Quantum - Practioner - Suppressing Error.pdf,pdf,quantum,,unknown,unknown,,quantum,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000457,KINETIC_241_Reinvention - Practitioner - PWC CEO Survey.pdf,KINETIC_241_Reinvention - Practitioner - PWC CEO Survey.pdf,pdf,other,,consulting,PwC,,,,,,,,kinetic_organization;mba_digital_strategy,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000458,KINETIC_242_seizing-the-agentic-ai-advantage - McKinsey.pdf,KINETIC_242_seizing-the-agentic-ai-advantage - McKinsey.pdf,pdf,ai,,consulting,McKinsey,,artificial_intelligence;agentic_ai,,,ai_native,ai_agent,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000459,KINETIC_243_Shift from transformation to business model reinvention.pdf,KINETIC_243_Shift from transformation to business model reinvention.pdf,pdf,business_models,,unknown,unknown,,,,,,,business_model_canvas,kinetic_organization;mba_digital_strategy,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000460,KINETIC_244_state-of-data-ai-report.pdf,KINETIC_244_state-of-data-ai-report.pdf,pdf,ai,,industry_report,unknown,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000461,KINETIC_245_Strategy - Acacemic - Strategic Management Process.pdf,KINETIC_245_Strategy - Acacemic - Strategic Management Process.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000462,KINETIC_246_Striim-How-to-Build-AI-Driven-Data-Strategy.pdf,KINETIC_246_Striim-How-to-Build-AI-Driven-Data-Strategy.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000463,KINETIC_247_The ultimate AI guide for marketers in 2025.pdf,KINETIC_247_The ultimate AI guide for marketers in 2025.pdf,pdf,ai,,practitioner,unknown,,artificial_intelligence,,,,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000464,KINETIC_248_The_Digital_Advantage__How_Digital_Leaders_Outperform_their_Peers_in_Every_Industry.pdf,KINETIC_248_The_Digital_Advantage__How_Digital_Leaders_Outperform_their_Peers_in_Every_Industry.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000465,KINETIC_249_the-big-product-and-platform-shift-five-actions-transformation - McKinsey.pdf,KINETIC_249_the-big-product-and-platform-shift-five-actions-transformation - McKinsey.pdf,pdf,platforms_marketplaces,,consulting,McKinsey,technology_saas_platforms,,,platform,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000466,KINETIC_250_The-foundations-of-corporate-innovation-in-the-digital-age.pdf,KINETIC_250_The-foundations-of-corporate-innovation-in-the-digital-age.pdf,pdf,innovation,,unknown,unknown,,,innovation,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000467,KINETIC_251_the-impact-of-agility-how-to-shape-your-organization-to-compete-v4.pdf,KINETIC_251_the-impact-of-agility-how-to-shape-your-organization-to-compete-v4.pdf,pdf,operating_models,,unknown,unknown,,,agility;organizational_design,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000468,KINETIC_252_The-new-growth-game-Web.pdf,KINETIC_252_The-new-growth-game-Web.pdf,pdf,other,,unknown,unknown,,,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match;no_source_type_filename_match
codex_doc_000469,KINETIC_253_the-rise-of-ai-agents-unleashing-productivity-and-innovation.pdf,KINETIC_253_the-rise-of-ai-agents-unleashing-productivity-and-innovation.pdf,pdf,ai,innovation,unknown,unknown,,artificial_intelligence;agentic_ai,innovation,,,ai_agent,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000470,KINETIC_254_the-state-of-ai-how-organizations-are-rewiring-to-capture-value_final.pdf,KINETIC_254_the-state-of-ai-how-organizations-are-rewiring-to-capture-value_final.pdf,pdf,ai,operating_models,unknown,unknown,,artificial_intelligence,organizational_design,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000471,KINETIC_255_The-state-of-ai-in-early-2024-final.pdf,KINETIC_255_The-state-of-ai-in-early-2024-final.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000472,KINETIC_256_U.S.-Blockchain-Roadmap.pdf,KINETIC_256_U.S.-Blockchain-Roadmap.pdf,pdf,blockchain,,unknown,unknown,,blockchain,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000473,KINETIC_257_UK-National Blockchain Roadmap Excellence-Standards-Framework.pdf,KINETIC_257_UK-National Blockchain Roadmap Excellence-Standards-Framework.pdf,pdf,blockchain,government,government,unknown,government_public_sector,blockchain,,,,,,kinetic_organization;writing,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000474,KINETIC_258_us-state-of-gen-ai-report.pdf,KINETIC_258_us-state-of-gen-ai-report.pdf,pdf,ai,,industry_report,unknown,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000475,KINETIC_259_Velocitey - Academic - Diseconomies of Time Compression.pdf,KINETIC_259_Velocitey - Academic - Diseconomies of Time Compression.pdf,pdf,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000476,KINETIC_260_Velocitey - Academic - Time based competition.pdf,KINETIC_260_Velocitey - Academic - Time based competition.pdf,pdf,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000477,KINETIC_261_Velocitity - Academic - The regional and temperal nature of hypercompetition.pdf,KINETIC_261_Velocitity - Academic - The regional and temperal nature of hypercompetition.pdf,pdf,other,,academic,unknown,education_research,,,,,,,kinetic_organization,medium,filename_and_metadata_heuristics_v1,true,no_primary_domain_filename_match
codex_doc_000478,KINETIC_262_Velocity - Academic - Time Compression.pdf,KINETIC_262_Velocity - Academic - Time Compression.pdf,pdf,velocity,,academic,unknown,education_research,,velocity,,,,,kinetic_organization;overclocked,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000479,KINETIC_263_Velocity - Academic - Winning in high velocity markets The case of BSkyB.pdf,KINETIC_263_Velocity - Academic - Winning in high velocity markets The case of BSkyB.pdf,pdf,velocity,,academic,unknown,education_research,,velocity,,,,,kinetic_organization;overclocked,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000480,KINETIC_264_Velocity - Academic -Time compression diseconomies.pdf,KINETIC_264_Velocity - Academic -Time compression diseconomies.pdf,pdf,velocity,,academic,unknown,education_research,,velocity,,,,,kinetic_organization;overclocked,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000481,KINETIC_265_Velocity - IT.pdf,KINETIC_265_Velocity - IT.pdf,pdf,velocity,,unknown,unknown,,,velocity,,,,,kinetic_organization;overclocked,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000482,KINETIC_266_Velocity - Multi Dimensional.pdf,KINETIC_266_Velocity - Multi Dimensional.pdf,pdf,velocity,,unknown,unknown,,,velocity,,,,,kinetic_organization;overclocked,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000483,KINETIC_267_Velocity - Organizational.pdf,KINETIC_267_Velocity - Organizational.pdf,pdf,operating_models,velocity,unknown,unknown,,,velocity;organizational_design,,,,,kinetic_organization;overclocked,medium,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
codex_doc_000484,KINETIC_268_WEF_Navigating_the_AI_Frontier_2024.pdf,KINETIC_268_WEF_Navigating_the_AI_Frontier_2024.pdf,pdf,ai,global_digital_policy,government,WEF,,artificial_intelligence,,,,,,kinetic_organization,high,filename_and_metadata_heuristics_v1,false,
codex_doc_000485,KINETIC_269_What is AI v2.pdf,KINETIC_269_What is AI v2.pdf,pdf,ai,,unknown,unknown,,artificial_intelligence,,,,,,kinetic_organization,low,filename_and_metadata_heuristics_v1,true,no_source_type_filename_match
